3,0.011904761904761862,0.008064858118693034,2.0330280622820957e-05
4,0.023809523809523836,0.00610276460647583,1.532420189897089e-05
5,0.0714285714285714,0.005023822784423828,1.2448626013994928e-05
8,0.08333333333333337,0.005279821157455444,7.660067341438056e-06
9,0.09523809523809523,0.004711773660447862,6.799166043349571e-06
10,0.1428571428571429,0.004302406311035156,6.095345521670323e-06
13,0.15476190476190477,0.00453643065232497,4.243155316326632e-06
14,0.16666666666666663,0.0042237043380737305,3.938508022714351e-06
15,0.2142857142857143,0.003981847763061524,3.662181584331847e-06
18,0.22619047619047616,0.0042175941997104225,2.9383879672616753e-06
19,0.23809523809523814,0.004004419477362382,2.779083787903833e-06
20,0.2857142857142857,0.003834348917007446,2.6392788282376183e-06
24,0.29761904761904767,0.0038927793502807617,2.1828277988754927e-06
25,0.3571428571428571,0.0037586593627929685,2.0904317999439727e-06
29,0.36904761904761907,0.0038290270443620354,1.7090013683962585e-06
30,0.4285714285714286,0.0037196183204650877,1.6562520626503437e-06
34,0.44047619047619047,0.003793226270114674,1.405330052362349e-06
35,0.5,0.003700612613133022,1.3628353996597388e-06
39,0.5119047619047619,0.003774277369181315,1.1924760793587802e-06
40,0.5714285714285714,0.0036938607692718504,1.160305176502637e-06
43,0.5833333333333333,0.0038360900657121526,1.0530607021548856e-06
44,0.5952380952380952,0.0037527501583099363,1.0285834809933752e-06
45,0.6071428571428572,0.0036730315950181747,1.0056961092473496e-06
46,0.6666666666666667,0.003608334582784902,9.819683727631425e-07
49,0.6785714285714286,0.0037438426698957173,8.899571581498791e-07
50,0.6904761904761905,0.0036726846694946293,8.703057136598444e-07
51,0.7023809523809523,0.0036040376214420094,8.529581359350919e-07
52,0.7619047619047619,0.003548650099680974,8.363303046444849e-07
55,0.7738095238095238,0.003682521473277699,7.818177294147329e-07
56,0.7857142857142857,0.0036198794841766357,7.676300604829058e-07
58,0.8571428571428572,0.0035108677272138924,7.431597837923542e-07
61,0.8690476190476191,0.003638734582994805,6.919616288014235e-07
62,0.8809523809523809,0.003582791359193863,6.806160326780507e-07
63,0.8928571428571429,0.0035286740651206366,6.695973679874653e-07
64,0.9523809523809523,0.003484742343425751,6.588025761860511e-07
67,0.9642857142857143,0.003605613067968568,6.247556895319745e-07
68,1.0,0.0035603351452771353,6.12262703372398e-07
